exp_id,label_label_macro_f1_score,label_label_acc_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_fr,label_macro_f1_score_hi,label_macro_f1_score_ru,label_macro_f1_score_th,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_zh
fine_tune_cls-frozen,0.2974657481,0.3823952327,0.4979912432,0.9700008654,0.0014499850,0.3510910425,0.1174485928,0.2479369982,0.2867412092,0.3213348431,0.2490548753,0.3871153849,0.3394643487,0.3207245983,0.2351776895,0.3233562966,0.2559562489,0.2879531797,0.2372712701,0.2500882967,0.2105184927
