exp_id,label_label_macro_f1_score,label_label_acc_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_fr,label_macro_f1_score_hi,label_macro_f1_score_ru,label_macro_f1_score_th,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_zh
fine_tune_cls,0.6629731822,0.6633510725,0.3919005473,0.9718567613,0.2033144744,0.0676683899,0.0889093548,0.6356770723,0.6743202033,0.6852855046,0.6609751841,0.8102443720,0.7287239788,0.7230074277,0.5941357193,0.6720166103,0.5388780672,0.6014295528,0.5679267296,0.6879582477,0.6735320405
