exp_id,label_label_macro_f1_score,label_label_micro_f1_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_af,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_et,label_macro_f1_score_eu,label_macro_f1_score_fa,label_macro_f1_score_fi,label_macro_f1_score_fr,label_macro_f1_score_he,label_macro_f1_score_hi,label_macro_f1_score_hu,label_macro_f1_score_id,label_macro_f1_score_it,label_macro_f1_score_ja,label_macro_f1_score_kk,label_macro_f1_score_ko,label_macro_f1_score_mr,label_macro_f1_score_nl,label_macro_f1_score_pt,label_macro_f1_score_ru,label_macro_f1_score_ta,label_macro_f1_score_te,label_macro_f1_score_th,label_macro_f1_score_tl,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_yo,label_macro_f1_score_zh
lang_grad_rev_tag,0.5352800194,0.6521406735,0.0005436628,0.0009792290,0.2284203184,0.1254090033,0.0786413848,0.5741426985,0.3035209653,0.5468853076,0.6255002413,0.3258998816,0.8878400227,0.5606083081,0.4569786426,0.2873138210,0.4383841059,0.4662313794,0.3942541119,0.4194857283,0.2968714916,0.3144575182,0.5228177703,0.6236483442,0.2946848409,0.3904570905,0.3188470194,0.3513738529,0.6001246210,0.6342718355,0.5670730778,0.3616002863,0.4116312260,0.1256295236,0.4109296198,0.3695423456,0.2465044375,0.3661563719,0.1351072619,0.3963495081
