exp_id,label_label_macro_f1_score,label_label_acc_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_fr,label_macro_f1_score_hi,label_macro_f1_score_ru,label_macro_f1_score_th,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_zh
lang_ent_max_cls,0.6208619314,0.6236232378,0.0344805819,0.5430021697,0.1221652752,0.2003338601,0.1471912146,0.5869605853,0.6541171997,0.6762421075,0.6053604310,0.7820788186,0.7123274036,0.7114586473,0.4910897814,0.6524209833,0.3770850825,0.5418660122,0.4474254195,0.6604625145,0.6482808407
