exp_id,label_label_macro_f1_score,label_label_acc_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_fr,label_macro_f1_score_hi,label_macro_f1_score_ru,label_macro_f1_score_th,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_zh
lang_grad_rev_cls,0.6219049290,0.6232971138,0.0127246425,0.0145962963,0.0111237269,0.1880030424,0.1219317143,0.5655478967,0.6378378803,0.6872431075,0.5335311661,0.7899943480,0.7187419412,0.7246964702,0.5476443150,0.6595433858,0.2015545337,0.5946990195,0.5438621700,0.6638300531,0.6683776681
