exp_id,label_label_macro_f1_score,label_label_micro_f1_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_af,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_et,label_macro_f1_score_eu,label_macro_f1_score_fa,label_macro_f1_score_fi,label_macro_f1_score_fr,label_macro_f1_score_he,label_macro_f1_score_hi,label_macro_f1_score_hu,label_macro_f1_score_id,label_macro_f1_score_it,label_macro_f1_score_ja,label_macro_f1_score_kk,label_macro_f1_score_ko,label_macro_f1_score_mr,label_macro_f1_score_nl,label_macro_f1_score_pt,label_macro_f1_score_ru,label_macro_f1_score_ta,label_macro_f1_score_te,label_macro_f1_score_th,label_macro_f1_score_tl,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_yo,label_macro_f1_score_zh
fine_tune_tag-frozen,0.5117134868,0.6355578468,0.7831770290,0.5934136956,0.1301278840,0.4922494053,0.2226232220,0.5619216220,0.4195596056,0.5137279384,0.5985991272,0.4992464934,0.8299765621,0.5382349636,0.4608252173,0.3263767540,0.4123619100,0.4272020765,0.3421490786,0.4415421308,0.4236403464,0.4271755650,0.4828726739,0.5627451592,0.2301389498,0.3563479127,0.3005809613,0.2471033482,0.5882046224,0.6148974557,0.5634059649,0.3340901992,0.3157970096,0.2556338707,0.3042674219,0.3514079200,0.3602348184,0.2822729732,0.2171065526,0.3388981586
