exp_id,label_label_macro_f1_score,label_label_micro_f1_score,label_lang_macro_f1_score,lang_macro_f1_score,label_label_vmeasure,label_lang_vmeasure,lang_vmeasure,label_macro_f1_score_af,label_macro_f1_score_ar,label_macro_f1_score_bg,label_macro_f1_score_de,label_macro_f1_score_el,label_macro_f1_score_en,label_macro_f1_score_es,label_macro_f1_score_et,label_macro_f1_score_eu,label_macro_f1_score_fa,label_macro_f1_score_fi,label_macro_f1_score_fr,label_macro_f1_score_he,label_macro_f1_score_hi,label_macro_f1_score_hu,label_macro_f1_score_id,label_macro_f1_score_it,label_macro_f1_score_ja,label_macro_f1_score_kk,label_macro_f1_score_ko,label_macro_f1_score_mr,label_macro_f1_score_nl,label_macro_f1_score_pt,label_macro_f1_score_ru,label_macro_f1_score_ta,label_macro_f1_score_te,label_macro_f1_score_th,label_macro_f1_score_tl,label_macro_f1_score_tr,label_macro_f1_score_ur,label_macro_f1_score_vi,label_macro_f1_score_yo,label_macro_f1_score_zh
fine_tune_tag,0.5962366694,0.7343421915,0.0029506171,0.0050719060,0.4753912988,0.1044852929,0.1162017064,0.6252174373,0.4763470038,0.6284526815,0.6924095814,0.6086559466,0.8828360573,0.6627783649,0.5245006052,0.2882608475,0.4882133490,0.4846464092,0.4138688114,0.5218840595,0.4932582413,0.4814074951,0.6131684185,0.6473910736,0.3044025303,0.4065947843,0.3981837560,0.2759259806,0.6399864115,0.6859081469,0.6820582999,0.3636595854,0.3854333150,0.2929671881,0.2930783152,0.3909942183,0.3843390198,0.3370240755,0.2854309539,0.4493878538
